Date,Sentiment,Sentiment High,Sentiment Low,News Volume,News Buzz
2013-04-04,2,5,-3,83,10
2013-04-05,1,4,-4,51,6
2013-04-06,-2,2,-5,7,0
2013-04-07,1,4,-3,16,1
2013-04-08,-1,4,-5,69,8
2013-04-09,-2,3,-5,67,8
2013-04-10,1,5,-3,77,9
2013-04-11,-1,4,-5,67,8
2013-04-12,-1,4,-5,58,6
2013-04-13,2,5,-2,8,0
2013-04-14,2,4,-2,18,2
2013-04-15,-2,3,-5,76,9
2013-04-16,1,4,-4,64,7
2013-04-17,-2,2,-5,114,10
2013-04-18,-1,3,-5,151,10
2013-04-19,-2,2,-5,67,4
2013-04-20,-2,3,-5,9,0
2013-04-21,-1,4,-4,25,1
2013-04-22,-1,4,-4,130,8
2013-04-23,-1,3,-5,207,10
2013-04-24,-1,4,-4,247,10
2013-04-25,1,4,-4,125,5
2013-04-26,-1,4,-4,119,4
2013-04-27,-2,2,-5,14,0
2013-04-28,-1,3,-5,30,1
2013-04-29,1,4,-3,118,4
2013-04-30,-1,4,-5,172,6
2013-05-01,-1,3,-5,110,4
2013-05-02,2,5,-2,109,4
2013-05-03,1,5,-3,82,3
2013-05-04,1,4,-4,8,0
2013-05-05,-1,4,-4,16,0
2013-05-06,1,5,-4,94,3
2013-05-07,-1,4,-4,111,4
2013-05-08,1,5,-3,101,4
2013-05-09,-1,4,-4,119,6
2013-05-10,1,5,-3,78,4
2013-05-11,2,5,-1,14,0
2013-05-12,-2,3,-5,10,0
2013-05-13,1,5,-4,70,4
2013-05-14,1,5,-4,120,6
2013-05-15,-1,4,-4,169,10
2013-05-16,-1,4,-4,112,6
2013-05-17,-1,4,-4,111,6
2013-05-18,1,5,-4,23,1
2013-05-19,1,5,-3,9,0
2013-05-20,1,4,-4,110,6
2013-05-21,-1,3,-4,218,10
2013-05-22,-1,4,-4,173,7
2013-05-23,-1,4,-5,121,5
2013-05-24,-1,4,-4,81,3
2013-05-25,-2,1,-5,10,0
2013-05-26,-1,4,-4,15,0
2013-05-27,-3,1,-5,31,1
2013-05-28,1,5,-3,81,3
2013-05-29,-1,3,-5,119,5
2013-05-30,1,4,-3,125,5
2013-05-31,-1,3,-5,101,4
2013-06-01,-1,4,-5,13,0
2013-06-02,-2,2,-5,31,1
2013-06-03,-1,3,-5,163,7
2013-06-04,-1,4,-5,124,5
2013-06-05,-2,3,-5,152,8
2013-06-06,-1,4,-4,106,6
2013-06-07,-1,4,-4,154,9
2013-06-08,-2,2,-4,32,1
2013-06-09,1,4,-3,46,2
2013-06-10,2,5,-2,204,10
2013-06-11,-1,4,-4,170,8
2013-06-12,1,4,-3,77,3
2013-06-13,1,5,-4,137,6
2013-06-14,1,4,-4,86,4
2013-06-15,3,5,-2,10,0
2013-06-16,-1,5,-5,4,0
2013-06-17,-1,3,-4,84,4
2013-06-18,-1,3,-5,88,4
2013-06-19,-1,4,-4,96,4
2013-06-20,-1,3,-4,74,3
2013-06-21,-2,3,-5,98,4
2013-06-22,-1,4,-5,23,1
2013-06-23,-1,3,-4,9,0
2013-06-24,-2,3,-5,102,5
2013-06-25,-2,3,-5,111,6
2013-06-26,-1,4,-5,82,5
2013-06-27,1,4,-3,98,7
2013-06-28,-1,4,-4,72,6
2013-06-29,-3,2,-5,17,1
2013-06-30,-2,1,-5,10,0
2013-07-01,1,4,-3,127,10
2013-07-02,1,5,-3,101,7
2013-07-03,1,5,-3,104,8
2013-07-04,1,5,-3,31,2
2013-07-05,-2,2,-5,78,6
2013-07-06,-2,2,-5,13,1
2013-07-07,-1,3,-5,10,0
2013-07-08,-1,4,-5,56,4
2013-07-09,1,4,-4,70,5
2013-07-10,-2,2,-5,151,10
2013-07-11,1,5,-3,123,8
2013-07-12,1,4,-4,73,4
2013-07-13,1,4,-4,18,1
2013-07-14,1,4,-4,9,0
2013-07-15,-2,2,-5,118,7
2013-07-16,1,4,-4,77,5
2013-07-17,1,5,-4,78,5
2013-07-18,-1,4,-5,118,7
2013-07-19,-2,3,-5,93,6
2013-07-20,-1,4,-4,23,1
2013-07-21,-3,1,-5,30,1
2013-07-22,-1,4,-4,123,8
2013-07-23,-1,4,-4,243,10
2013-07-24,-1,4,-4,239,9
2013-07-25,1,4,-4,95,3
2013-07-26,-2,2,-5,99,4
2013-07-27,1,5,-3,14,0
2013-07-28,-1,4,-4,11,0
2013-07-29,-1,3,-5,108,4
2013-07-30,-2,3,-5,109,4
2013-07-31,-1,3,-5,125,5
2013-08-01,1,4,-4,96,3
2013-08-02,-1,4,-4,108,4
2013-08-03,-3,1,-5,38,1
2013-08-04,-1,3,-5,31,1
2013-08-05,-2,2,-5,136,5
2013-08-06,-2,3,-5,95,3
2013-08-07,-2,3,-5,93,3
2013-08-08,-1,4,-4,122,8
2013-08-09,-2,2,-5,146,10
2013-08-10,-3,1,-5,44,3
2013-08-11,1,4,-4,35,2
2013-08-12,-1,3,-5,160,10
2013-08-13,1,4,-4,217,10
2013-08-14,-2,3,-5,233,10
2013-08-15,1,4,-4,158,6
2013-08-16,1,4,-4,82,3
2013-08-17,-1,4,-4,22,0
2013-08-18,2,5,-2,24,1
2013-08-19,1,4,-4,73,3
2013-08-20,1,4,-4,77,3
2013-08-21,-1,4,-4,92,3
2013-08-22,-1,3,-5,124,5
2013-08-23,-2,3,-5,133,5
2013-08-24,-1,4,-5,36,1
2013-08-25,2,5,-2,23,0
2013-08-26,-1,4,-4,85,3
2013-08-27,-2,2,-5,123,5
2013-08-28,1,4,-3,80,3
2013-08-29,1,4,-3,81,5
2013-08-30,-1,3,-5,70,5
2013-08-31,-2,3,-5,9,0
2013-09-01,2,5,-3,10,0
2013-09-02,1,5,-4,26,1
2013-09-03,2,5,-3,223,10
2013-09-04,1,4,-3,245,10
2013-09-05,1,5,-3,169,6
2013-09-06,-1,4,-4,132,5
2013-09-07,-2,3,-5,25,1
2013-09-08,-1,3,-5,44,1
2013-09-09,1,5,-3,181,7
2013-09-10,1,5,-3,242,9
2013-09-11,-2,3,-5,250,10
2013-09-12,-1,4,-4,187,7
2013-09-13,1,5,-3,107,4
2013-09-14,-1,3,-5,11,0
2013-09-15,1,4,-3,21,0
2013-09-16,-1,3,-5,114,4
2013-09-17,1,4,-3,114,4
2013-09-18,1,5,-3,162,6
2013-09-19,-1,4,-4,156,6
2013-09-20,-1,4,-5,186,7
2013-09-21,-3,-1,-5,27,1
2013-09-22,-2,3,-5,23,0
2013-09-23,-1,3,-4,250,10
2013-09-24,-1,4,-4,155,6
2013-09-25,1,5,-3,157,6
2013-09-26,-1,4,-4,113,4
2013-09-27,-2,3,-5,97,3
2013-09-28,-2,3,-5,19,0
2013-09-29,-1,4,-4,14,0
2013-09-30,-1,4,-4,75,3
2013-10-01,1,4,-4,129,5
2013-10-02,-1,3,-3,166,6
2013-10-03,-1,4,-4,117,4
2013-10-04,-1,3,-5,118,4
2013-10-05,-3,-1,-5,23,0
2013-10-06,2,5,-3,8,0
2013-10-07,-1,3,-5,113,4
2013-10-08,-1,3,-4,123,7
2013-10-09,1,5,-3,125,7
2013-10-10,-1,4,-4,80,4
2013-10-11,-1,4,-4,69,4
2013-10-12,2,5,-3,12,0
2013-10-13,1,3,-3,22,1
2013-10-14,1,4,-3,53,3
2013-10-15,1,5,-3,193,10
2013-10-16,-1,4,-5,144,7
2013-10-17,-1,4,-4,108,5
2013-10-18,1,4,-3,91,4
2013-10-19,3,5,-1,22,1
2013-10-20,-2,3,-5,22,1
2013-10-21,-1,4,-4,165,8
2013-10-22,2,5,-3,231,10
2013-10-23,1,4,-4,209,9
2013-10-24,1,5,-3,211,9
2013-10-25,2,5,-2,144,6
2013-10-26,2,5,-2,24,1
2013-10-27,1,4,-4,29,1
2013-10-28,-1,4,-4,236,10
2013-10-29,-1,3,-4,249,10
2013-10-30,-1,4,-5,118,4
2013-10-31,-1,3,-5,100,4
2013-11-01,-1,3,-4,120,4
2013-11-02,-1,3,-4,19,2
2013-11-03,-1,3,-5,16,2
2013-11-04,1,4,-4,75,4
2013-11-05,-1,4,-4,165,6
2013-11-06,-1,4,-4,149,5
2013-11-07,1,4,-4,108,4
2013-11-08,-2,2,-5,60,2
2013-11-09,1,5,-3,36,2
2013-11-10,3,5,-1,28,3
2013-11-11,2,5,-3,98,6
2013-11-12,1,5,-3,117,4
2013-11-13,-1,4,-5,125,5
2013-11-14,-1,4,-4,103,4
2013-11-15,1,4,-4,126,5
2013-11-16,1,4,-4,36,3
2013-11-17,2,5,-2,14,2
